Dropout,MSE_NN1,MAE_NN1,R2_NN1,MSE_NN2,MAE_NN2,R2_NN2,MSE_NN3,MAE_NN3,R2_NN3
0.1,0.1880881084410151,0.3140476840918303,0.587149166359201,0.18459147497035439,0.31326978887684664,0.5948242291543128,0.19288633668887217,0.31788237468492214,0.5766171207740445
0.2,0.1885248733093264,0.3174293793349413,0.5861904734280958,0.18636597289479961,0.31638740969693097,0.5909292304036031,0.1918593821416436,0.32060306689598633,0.5788712720037459
0.3,0.19620074078008468,0.33484609216488503,0.5693420489823119,0.19061858778834131,0.3175195891525839,0.581594798692294,0.1960316656850898,0.32149725063490636,0.5697131665106612
0.4,0.1931543244988066,0.3233897626860744,0.5760288911849756,0.2169428262478494,0.3349001115567204,0.5238134541774954,0.20769122459250147,0.3292033624218335,0.5441205936749443
0.5,0.2052009510812691,0.3273631129222319,0.5495867100797903,0.1979309458446313,0.32628489659863186,0.5655442724551923,0.20297688477292725,0.32674108750860487,0.554468505303752
0.6,0.21489553184186344,0.335860821668374,0.5283072374858884,0.20376395541366057,0.3264119003427798,0.5527408959782383,0.21554899085960547,0.3342262058692374,0.5268729038511839
0.7,0.21325892905503752,0.3434928600804041,0.5318995582895815,0.20089386904547374,0.3291067222573034,0.559040696425743,0.22434703168213438,0.34126153926682606,0.5075613241979389
