Loss,MSE_NN1,MAE_NN1,R2_NN1,MSE_NN2,MAE_NN2,R2_NN2,MSE_NN3,MAE_NN3,R2_NN3
mean_absolute_error,0.18323430499360407,0.3119560968241856,0.5978031987496678,0.1820026271048169,0.3106134575935134,0.6005067149228989,0.18597428630738658,0.313182076868175,0.5917889771227325
mean_squared_error,0.17877833106277372,0.31263948130621316,0.607584000775235,0.18019205663915647,0.31194834304604735,0.604480892409764,0.18281775606681427,0.31544750108806313,0.5987175179647568
mean_squared_logarithmic_error,0.18189480108739403,0.3126069698940288,0.6007433915610456,0.18195119940062893,0.3158997719543474,0.6006195980324278,0.18503752987791058,0.316718614876575,0.5938451447137252
